Part_ID,Testing_Year,Item,Response_produced,Accuracy,Accuracy_DOM_coder_2,Response_Type,Coding_Status,Coder,Notes
H122,2026,Prod-01,"uhmm ve éste, uhm el niño",0,0,"DP, no verb, no DOM",Consensus - scored,Jorge,NA
H122,2026,Prod-12,el perro ve el niño,0,0,"Full DP, no DOM",Consensus - scored,Jorge,NA
H123,2026,Prod-01,"el niño ve a su mamá, pienso... el papá ve vi uhm un niño",0,0,"Full DP, no DOM",Consensus - scored,Jorge,TBD - because DOM was present in the first answer with the mistaken question
H124,2026,Prod-01,un niño,0,0,"DP, no verb, no DOM",Consensus - scored,Jorge,NA
H124,2026,Prod-08,el uhhh el grandson,0,0,"DP, no verb, no DOM",Consensus - scored,Jorge,NA
H124,2026,Prod-12,el uh older la niño,0,0,"DP, no verb, no DOM",Consensus - scored,Jorge,NA
H124,2026,Prod-16,su su bebé,0,0,"DP, no verb, no DOM",Consensus - scored,Jorge,NA
H124,2026,Prod-20,la niña,0,0,"DP, no verb, no DOM",Consensus - scored,Jorge,NA
H124,2026,Prod-24,la niña,0,0,"DP, no verb, no DOM",Consensus - scored,Jorge,NA
H125,2026,Prod-01,"el niño, el niño ve like su papá",0,0,"Full DP, no DOM",Consensus - scored,Jorge,NA
H125,2026,Prod-04,la mamá ven uh ve el niño uh,0,0,"Full DP, no DOM",Consensus - scored,Jorge,NA
H125,2026,Prod-08,la abuela uhm ve el uhm su un like una niña y estaba en el parque jugando,0,0,"Full DP, no DOM",Consensus - scored,Jorge,NA
H125,2026,Prod-12,"uhm el niño, y yo piensa que el niño es el uhm dueño de el perro",0,0,"DP, no verb, no DOM",Consensus - scored,Jorge,NA
H125,2026,Prod-16,la mamá ve su uhmm su hijo y estaba lavando uhm el pelo del niño,0,0,"Full DP, no DOM",Consensus - scored,Jorge,NA
H125,2026,Prod-20,uhm el niño ve el monstruo y yo pienso que el niño es asustado porque tiene su like su uhm,0,0,Word order,Consensus - scored,Jorge,Answered from the perspective of the niño
H125,2026,Prod-24,uh las niños uh los las niñas ve el perro y el perro son uhh son like muy emocionado a ver las niñas,0,0,Word order,Consensus - scored,Jorge,Answered from the perspective of the niñas
H125,2026,Prod-27,"uhm uhh, la mamá ve el los las niñas y piensa que es su hijo",0,0,"Full DP, no DOM",Consensus - scored,Jorge,NA
